invoice_id,invoice_amount,matched_transaction_ids,matched_amount,difference,status,confidence,ai_decision,ai_confidence,ai_reason,ai_action,ai_time_seconds,final_status
INV-00191,26105.0,"TXN-DUP-00191,TXN-00191",52210.0,26105.0,DUPLICATE,99.0,,0.0,,NOT_REQUIRED,0.0,DUPLICATE
INV-00192,95972.0,"TXN-00192-A,TXN-00192-B",95972.0,0.0,SPLIT_PAYMENT,95.0,,0.0,,NOT_REQUIRED,0.0,SPLIT_PAYMENT
INV-00193,14176.0,TXN-00193,14176.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00194,48301.0,TXN-00194,48301.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00195,71010.0,TXN-00195,71010.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00196,39290.0,"TXN-00196-A,TXN-00196-B",39290.0,0.0,SPLIT_PAYMENT,95.0,,0.0,,NOT_REQUIRED,0.0,SPLIT_PAYMENT
INV-00197,14446.0,TXN-00197,14446.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00198,62524.0,TXN-00198,62524.0,0.0,MATCHED,98.75,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00199,34092.0,TXN-00199,34092.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00200,53521.0,TXN-00200,53521.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00201,90974.0,TXN-00201,90974.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00202,12164.0,TXN-00202,12164.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00203,80471.0,"TXN-00203,TXN-DUP-00203",160942.0,80471.0,DUPLICATE,99.0,,0.0,,NOT_REQUIRED,0.0,DUPLICATE
INV-00204,69494.0,TXN-00204,69494.0,0.0,MATCHED,96.76,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00205,57207.0,TXN-00205,57107.0,-100.0,AMOUNT_MISMATCH,99.0,,0.0,,NOT_REQUIRED,0.0,AMOUNT_MISMATCH
INV-00206,98004.0,"TXN-00206-A,TXN-00206-B",98004.0,0.0,SPLIT_PAYMENT,95.0,,0.0,,NOT_REQUIRED,0.0,SPLIT_PAYMENT
INV-00207,82987.0,TXN-00207,82987.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00208,23782.0,TXN-00208,23782.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00209,91357.0,TXN-00209,91357.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00210,31340.0,TXN-00139,32358.0,1018.0,AMOUNT_MISMATCH,71.49,,0.0,,NOT_REQUIRED,0.0,AMOUNT_MISMATCH
INV-00211,93141.0,TXN-00211,93141.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00212,82927.0,TXN-00489,78569.0,-4358.0,AMOUNT_MISMATCH,80.29,,0.0,,NOT_REQUIRED,0.0,AMOUNT_MISMATCH
INV-00213,26928.0,TXN-00213,26928.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00214,85886.0,"TXN-00214-A,TXN-00214-B",85886.0,0.0,SPLIT_PAYMENT,95.0,,0.0,,NOT_REQUIRED,0.0,SPLIT_PAYMENT
INV-00215,8816.0,"TXN-DUP-00215,TXN-00215",17632.0,8816.0,DUPLICATE,99.0,,0.0,,NOT_REQUIRED,0.0,DUPLICATE
INV-00216,38828.0,TXN-00216,38828.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00217,53757.0,TXN-00217,53757.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00218,58377.0,TXN-00218,57377.0,-1000.0,AMOUNT_MISMATCH,99.0,,0.0,,NOT_REQUIRED,0.0,AMOUNT_MISMATCH
INV-00219,33816.0,TXN-00219,33816.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00220,76392.0,"TXN-00220-A,TXN-00220-B",76392.0,0.0,SPLIT_PAYMENT,95.0,,0.0,,NOT_REQUIRED,0.0,SPLIT_PAYMENT
INV-00221,36325.0,TXN-00221,36325.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00222,62669.0,TXN-00244,59529.0,-3140.0,AMOUNT_MISMATCH,75.5,,0.0,,NOT_REQUIRED,0.0,AMOUNT_MISMATCH
INV-00223,37458.0,"TXN-00223-A,TXN-00223-B",37458.0,0.0,SPLIT_PAYMENT,95.0,,0.0,,NOT_REQUIRED,0.0,SPLIT_PAYMENT
INV-00224,84202.0,TXN-00224,84202.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00225,62605.0,TXN-00225,62605.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00226,88835.0,TXN-00226,88835.0,0.0,TIMING_DIFFERENCE,95.0,,0.0,,NOT_REQUIRED,0.0,TIMING_DIFFERENCE
INV-00227,91921.0,TXN-00227,91921.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00228,73102.0,TXN-00228,73102.0,0.0,MATCHED,96.76,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00229,16194.0,TXN-00229,16194.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00230,1150.0,TXN-00230,1150.0,0.0,TIMING_DIFFERENCE,95.0,,0.0,,NOT_REQUIRED,0.0,TIMING_DIFFERENCE
INV-00231,8104.0,TXN-00231,8104.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00232,82973.0,"TXN-00232,TXN-DUP-00232",165946.0,82973.0,DUPLICATE,99.0,,0.0,,NOT_REQUIRED,0.0,DUPLICATE
INV-00233,18172.0,TXN-00233,18172.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00234,16915.0,"TXN-00234-A,TXN-00234-B",16915.0,0.0,SPLIT_PAYMENT,95.0,,0.0,,NOT_REQUIRED,0.0,SPLIT_PAYMENT
INV-00235,94032.0,TXN-00235,94032.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00236,73384.0,TXN-00236,73384.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00237,61482.0,TXN-00237,61232.0,-250.0,AMOUNT_MISMATCH,99.0,,0.0,,NOT_REQUIRED,0.0,AMOUNT_MISMATCH
INV-00238,94926.0,TXN-00238,94926.0,0.0,MATCHED,95.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00239,62894.0,TXN-00239,62894.0,0.0,MATCHED,95.79,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00240,79561.0,"TXN-00240,TXN-DUP-00240",159122.0,79561.0,DUPLICATE,99.0,,0.0,,NOT_REQUIRED,0.0,DUPLICATE
INV-00241,37208.0,"TXN-DUP-00241,TXN-00241",74416.0,37208.0,DUPLICATE,99.0,,0.0,,NOT_REQUIRED,0.0,DUPLICATE
INV-00242,36018.0,TXN-00242,36018.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00243,40132.0,TXN-00243,39132.0,-1000.0,AMOUNT_MISMATCH,99.0,,0.0,,NOT_REQUIRED,0.0,AMOUNT_MISMATCH
INV-00244,59529.0,TXN-00244,59529.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00245,73340.0,TXN-00245,73340.0,0.0,MATCHED,96.62,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00246,25727.0,TXN-00246,25727.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00247,31613.0,"TXN-00247,TXN-DUP-00247",63226.0,31613.0,DUPLICATE,99.0,,0.0,,NOT_REQUIRED,0.0,DUPLICATE
INV-00248,42704.0,TXN-00248,42704.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00249,51604.0,"TXN-00249,TXN-DUP-00249",103208.0,51604.0,DUPLICATE,99.0,,0.0,,NOT_REQUIRED,0.0,DUPLICATE
INV-00250,20936.0,"TXN-00250-A,TXN-00250-B",20936.0,0.0,SPLIT_PAYMENT,95.0,,0.0,,NOT_REQUIRED,0.0,SPLIT_PAYMENT
INV-00251,66836.0,TXN-00251,66836.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00252,58711.0,TXN-00252,58711.0,0.0,MATCHED,96.76,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00253,19894.0,TXN-00253,19894.0,0.0,TIMING_DIFFERENCE,95.0,,0.0,,NOT_REQUIRED,0.0,TIMING_DIFFERENCE
INV-00254,62537.0,"TXN-00254-A,TXN-00254-B",62537.0,0.0,SPLIT_PAYMENT,95.0,,0.0,,NOT_REQUIRED,0.0,SPLIT_PAYMENT
INV-00255,53098.0,TXN-00255,53098.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00256,89389.0,TXN-00256,89389.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00257,95203.0,"TXN-00257,TXN-DUP-00257",190406.0,95203.0,DUPLICATE,99.0,,0.0,,NOT_REQUIRED,0.0,DUPLICATE
INV-00258,5705.0,TXN-00258,5705.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00259,30817.0,TXN-00259,30817.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00260,84066.0,TXN-00260,84066.0,0.0,TIMING_DIFFERENCE,95.0,,0.0,,NOT_REQUIRED,0.0,TIMING_DIFFERENCE
INV-00261,91964.0,"TXN-00261-A,TXN-00261-B",91964.0,0.0,SPLIT_PAYMENT,95.0,,0.0,,NOT_REQUIRED,0.0,SPLIT_PAYMENT
INV-00262,43516.0,TXN-00262,43516.0,0.0,MATCHED,97.73,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00263,20080.0,TXN-00263,20080.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00264,90364.0,TXN-00264,90364.0,0.0,MATCHED,96.5,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00265,51140.0,TXN-00255,53098.0,1958.0,AMOUNT_MISMATCH,66.97,,0.0,,NOT_REQUIRED,0.0,AMOUNT_MISMATCH
INV-00266,66230.0,TXN-00266,65980.0,-250.0,AMOUNT_MISMATCH,99.0,,0.0,,NOT_REQUIRED,0.0,AMOUNT_MISMATCH
INV-00267,84611.0,TXN-00267,84611.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00268,2231.0,TXN-00268,2231.0,0.0,TIMING_DIFFERENCE,95.0,,0.0,,NOT_REQUIRED,0.0,TIMING_DIFFERENCE
INV-00269,72643.0,TXN-00269,72643.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00270,78014.0,TXN-00270,77014.0,-1000.0,AMOUNT_MISMATCH,99.0,,0.0,,NOT_REQUIRED,0.0,AMOUNT_MISMATCH
INV-00271,33780.0,TXN-00271,33780.0,0.0,TIMING_DIFFERENCE,95.0,,0.0,,NOT_REQUIRED,0.0,TIMING_DIFFERENCE
INV-00272,14979.0,TXN-00272,14979.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00273,92655.0,TXN-00273,92655.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00274,52879.0,TXN-00274,52879.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00275,98605.0,"TXN-00275-A,TXN-00275-B",98605.0,0.0,SPLIT_PAYMENT,95.0,,0.0,,NOT_REQUIRED,0.0,SPLIT_PAYMENT
INV-00276,66107.0,"TXN-00276-A,TXN-00276-B",66107.0,0.0,SPLIT_PAYMENT,95.0,,0.0,,NOT_REQUIRED,0.0,SPLIT_PAYMENT
INV-00277,80569.0,TXN-00277,80569.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00278,25920.0,TXN-00278,25920.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00279,87400.0,TXN-00279,87400.0,0.0,TIMING_DIFFERENCE,95.0,,0.0,,NOT_REQUIRED,0.0,TIMING_DIFFERENCE
INV-00280,6167.0,"TXN-00280,TXN-DUP-00280",12334.0,6167.0,DUPLICATE,99.0,,0.0,,NOT_REQUIRED,0.0,DUPLICATE
INV-00281,96991.0,TXN-00281,96991.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00282,43823.0,TXN-00282,43823.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00283,18322.0,TXN-00283,18322.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00284,66771.0,TXN-00284,66771.0,0.0,MATCHED,97.31,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00285,39684.0,TXN-00285,39684.0,0.0,TIMING_DIFFERENCE,95.0,,0.0,,NOT_REQUIRED,0.0,TIMING_DIFFERENCE
INV-00286,10869.0,"TXN-DUP-00286,TXN-00286",21738.0,10869.0,DUPLICATE,99.0,,0.0,,NOT_REQUIRED,0.0,DUPLICATE
INV-00287,89647.0,TXN-00131,86990.0,-2657.0,AMOUNT_MISMATCH,72.11,,0.0,,NOT_REQUIRED,0.0,AMOUNT_MISMATCH
INV-00288,53089.0,TXN-00288,53089.0,0.0,TIMING_DIFFERENCE,95.0,,0.0,,NOT_REQUIRED,0.0,TIMING_DIFFERENCE
INV-00289,52717.0,TXN-00289,52717.0,0.0,MATCHED,97.5,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00290,89188.0,TXN-00256,89389.0,201.0,AMOUNT_MISMATCH,71.03,,0.0,,NOT_REQUIRED,0.0,AMOUNT_MISMATCH
INV-00291,77619.0,TXN-00291,77619.0,0.0,TIMING_DIFFERENCE,95.0,,0.0,,NOT_REQUIRED,0.0,TIMING_DIFFERENCE
INV-00292,89452.0,TXN-00292,89452.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00293,74584.0,"TXN-00293-A,TXN-00293-B",74584.0,0.0,SPLIT_PAYMENT,95.0,,0.0,,NOT_REQUIRED,0.0,SPLIT_PAYMENT
INV-00294,85889.0,TXN-00294,84889.0,-1000.0,AMOUNT_MISMATCH,99.0,,0.0,,NOT_REQUIRED,0.0,AMOUNT_MISMATCH
INV-00295,40608.0,TXN-00295,40608.0,0.0,MATCHED,97.93,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00296,40893.0,TXN-00296,40893.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00297,71457.0,TXN-00297,71457.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00298,88881.0,TXN-00011,82070.0,-6811.0,AMOUNT_MISMATCH,72.93,,0.0,,NOT_REQUIRED,0.0,AMOUNT_MISMATCH
INV-00299,71804.0,TXN-00299,71554.0,-250.0,AMOUNT_MISMATCH,99.0,,0.0,,NOT_REQUIRED,0.0,AMOUNT_MISMATCH
INV-00300,13978.0,TXN-00300,13978.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00301,37666.0,TXN-00146-A,38110.8,444.8000000000029,AMOUNT_MISMATCH,65.03,MATCHED,0.98,"Invoice amount, date, and customer match the strongest criteria.",AUTO_RESOLVE,25.27,MATCHED
INV-00302,29477.0,TXN-00302,29477.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00303,48537.0,"TXN-00303-A,TXN-00303-B",48537.0,0.0,SPLIT_PAYMENT,95.0,,0.0,,NOT_REQUIRED,0.0,SPLIT_PAYMENT
INV-00304,72364.0,"TXN-00304-A,TXN-00304-B",72364.0,0.0,SPLIT_PAYMENT,95.0,,0.0,,NOT_REQUIRED,0.0,SPLIT_PAYMENT
INV-00305,8936.0,TXN-00305,8936.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00306,13015.0,TXN-00306,13015.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00307,79269.0,TXN-00307,79269.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00308,32925.0,"TXN-00308,TXN-DUP-00308",65850.0,32925.0,DUPLICATE,99.0,,0.0,,NOT_REQUIRED,0.0,DUPLICATE
INV-00309,9992.0,"TXN-DUP-00309,TXN-00309",19984.0,9992.0,DUPLICATE,99.0,,0.0,,NOT_REQUIRED,0.0,DUPLICATE
INV-00310,31539.0,"TXN-DUP-00310,TXN-00310",63078.0,31539.0,DUPLICATE,99.0,,0.0,,NOT_REQUIRED,0.0,DUPLICATE
INV-00311,1371.0,TXN-00311,1371.0,0.0,TIMING_DIFFERENCE,95.0,,0.0,,NOT_REQUIRED,0.0,TIMING_DIFFERENCE
INV-00312,33853.0,TXN-00312,33853.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00313,4379.0,TXN-00313,4379.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00314,78182.0,TXN-00314,78182.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00315,7868.0,"TXN-00315,TXN-DUP-00315",15736.0,7868.0,DUPLICATE,99.0,,0.0,,NOT_REQUIRED,0.0,DUPLICATE
INV-00316,9330.0,TXN-00316,9330.0,0.0,MATCHED,93.42,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00317,15293.0,TXN-00317,15293.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00318,96321.0,"TXN-00318-A,TXN-00318-B",96321.0,0.0,SPLIT_PAYMENT,95.0,,0.0,,NOT_REQUIRED,0.0,SPLIT_PAYMENT
INV-00319,69347.0,TXN-00319,69347.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00320,8972.0,TXN-00320,8972.0,0.0,TIMING_DIFFERENCE,95.0,,0.0,,NOT_REQUIRED,0.0,TIMING_DIFFERENCE
INV-00321,94375.0,TXN-00321,94375.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00322,43219.0,TXN-00322,43219.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00323,37046.0,TXN-00323,34546.0,-2500.0,AMOUNT_MISMATCH,97.3,,0.0,,NOT_REQUIRED,0.0,AMOUNT_MISMATCH
INV-00324,79301.0,TXN-00324,79301.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00325,13999.0,TXN-00467-B,15372.4,1373.3999999999996,REVIEW_REQUIRED,63.45,AMOUNT_MISMATCH,0.85,Invoice amount is significantly different from the provided amounts.,AUTO_RESOLVE,24.24,AMOUNT_MISMATCH
INV-00326,86814.0,TXN-00326,86814.0,0.0,TIMING_DIFFERENCE,95.0,,0.0,,NOT_REQUIRED,0.0,TIMING_DIFFERENCE
INV-00327,57370.0,TXN-00327,57370.0,0.0,TIMING_DIFFERENCE,95.0,,0.0,,NOT_REQUIRED,0.0,TIMING_DIFFERENCE
INV-00328,60441.0,TXN-00328,60441.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00329,41966.0,TXN-00329,41966.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00330,50060.0,TXN-00214-A,51531.6,1471.5999999999983,AMOUNT_MISMATCH,70.19,,0.0,,NOT_REQUIRED,0.0,AMOUNT_MISMATCH
INV-00331,63163.0,TXN-00331,63163.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00332,13219.0,TXN-00332,13219.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00333,73924.0,TXN-00333,71424.0,-2500.0,AMOUNT_MISMATCH,98.65,,0.0,,NOT_REQUIRED,0.0,AMOUNT_MISMATCH
INV-00334,44207.0,TXN-00334,44207.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00335,88207.0,TXN-00335,88207.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00336,7743.0,TXN-00336,7243.0,-500.0,AMOUNT_MISMATCH,80.84,,0.0,,NOT_REQUIRED,0.0,AMOUNT_MISMATCH
INV-00337,28884.0,TXN-00035,27071.0,-1813.0,AMOUNT_MISMATCH,68.85,,0.0,,NOT_REQUIRED,0.0,AMOUNT_MISMATCH
INV-00338,30392.0,TXN-00338,30392.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00339,49176.0,"TXN-DUP-00339,TXN-00339",98352.0,49176.0,DUPLICATE,99.0,,0.0,,NOT_REQUIRED,0.0,DUPLICATE
INV-00340,30643.0,TXN-00340,30643.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00341,81422.0,TXN-00341,81322.0,-100.0,AMOUNT_MISMATCH,99.0,,0.0,,NOT_REQUIRED,0.0,AMOUNT_MISMATCH
INV-00342,87223.0,TXN-00211,93141.0,5918.0,AMOUNT_MISMATCH,70.35,,0.0,,NOT_REQUIRED,0.0,AMOUNT_MISMATCH
INV-00343,4794.0,TXN-00343,4794.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00344,45541.0,TXN-00344,45541.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00345,75228.0,TXN-00345,75228.0,0.0,MATCHED,94.19,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00346,5018.0,"TXN-00346,TXN-DUP-00346",10036.0,5018.0,DUPLICATE,99.0,,0.0,,NOT_REQUIRED,0.0,DUPLICATE
INV-00347,50308.0,TXN-00347,50308.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00348,49503.0,TXN-00080,49434.0,-69.0,AMOUNT_MISMATCH,71.91,,0.0,,NOT_REQUIRED,0.0,AMOUNT_MISMATCH
INV-00349,75395.0,TXN-00349,75395.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00350,21392.0,"TXN-00350,TXN-DUP-00350",42784.0,21392.0,DUPLICATE,99.0,,0.0,,NOT_REQUIRED,0.0,DUPLICATE
INV-00351,36665.0,TXN-00068-A,38095.8,1430.800000000003,AMOUNT_MISMATCH,79.88,,0.0,,NOT_REQUIRED,0.0,AMOUNT_MISMATCH
INV-00352,64656.0,TXN-00352,64656.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00353,29255.0,TXN-00353,29255.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00354,38125.0,TXN-00318-B,38528.4,403.4000000000015,AMOUNT_MISMATCH,72.58,,0.0,,NOT_REQUIRED,0.0,AMOUNT_MISMATCH
INV-00355,64783.0,TXN-00374,65764.0,981.0,AMOUNT_MISMATCH,79.89,,0.0,,NOT_REQUIRED,0.0,AMOUNT_MISMATCH
INV-00356,6952.0,TXN-00356,6952.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00357,8180.0,TXN-00357,8180.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00358,34491.0,TXN-00358,34491.0,0.0,MATCHED,96.5,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00359,57446.0,TXN-00359,57446.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00360,66570.0,TXN-00360,66570.0,0.0,TIMING_DIFFERENCE,95.0,,0.0,,NOT_REQUIRED,0.0,TIMING_DIFFERENCE
INV-00361,53044.0,"TXN-00361,TXN-DUP-00361",106088.0,53044.0,DUPLICATE,99.0,,0.0,,NOT_REQUIRED,0.0,DUPLICATE
INV-00362,3456.0,"TXN-00362-A,TXN-00362-B",3456.0,0.0,SPLIT_PAYMENT,95.0,,0.0,,NOT_REQUIRED,0.0,SPLIT_PAYMENT
INV-00363,76465.0,TXN-00363,75465.0,-1000.0,AMOUNT_MISMATCH,89.69,,0.0,,NOT_REQUIRED,0.0,AMOUNT_MISMATCH
INV-00364,3733.0,TXN-00364,3733.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00365,91388.0,TXN-00365,91388.0,0.0,MATCHED,97.93,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00366,32891.0,TXN-00366,30391.0,-2500.0,AMOUNT_MISMATCH,83.9,,0.0,,NOT_REQUIRED,0.0,AMOUNT_MISMATCH
INV-00367,98754.0,TXN-00367,98754.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00368,67910.0,TXN-00368,67910.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00369,26415.0,"TXN-DUP-00369,TXN-00369",52830.0,26415.0,DUPLICATE,99.0,,0.0,,NOT_REQUIRED,0.0,DUPLICATE
INV-00370,96339.0,TXN-00370,96089.0,-250.0,AMOUNT_MISMATCH,99.0,,0.0,,NOT_REQUIRED,0.0,AMOUNT_MISMATCH
INV-00371,14474.0,TXN-00371,14474.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00372,79957.0,"TXN-DUP-00372,TXN-00372",159914.0,79957.0,DUPLICATE,99.0,,0.0,,NOT_REQUIRED,0.0,DUPLICATE
INV-00373,10876.0,"TXN-00373-A,TXN-00373-B",10876.0,0.0,SPLIT_PAYMENT,95.0,,0.0,,NOT_REQUIRED,0.0,SPLIT_PAYMENT
INV-00374,65764.0,"TXN-DUP-00374,TXN-00374",131528.0,65764.0,DUPLICATE,99.0,,0.0,,NOT_REQUIRED,0.0,DUPLICATE
INV-00375,90277.0,TXN-00375,90277.0,0.0,TIMING_DIFFERENCE,93.23,,0.0,,NOT_REQUIRED,0.0,TIMING_DIFFERENCE
INV-00376,42436.0,TXN-00376,42436.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00377,40691.0,TXN-00377,40691.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00378,47129.0,TXN-00378,47129.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00379,60233.0,TXN-00379,60233.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00380,11057.0,TXN-00380,11057.0,0.0,TIMING_DIFFERENCE,95.0,,0.0,,NOT_REQUIRED,0.0,TIMING_DIFFERENCE
